OptIndex Step X_0 X_1
0	0	-4.99178	-4.8975
0	1	-5.01908	-4.91753
0	2	-4.9911	-4.98571
0	3	-4.98561	-4.9861
0	4	-4.98618	-4.9862
0	5	-4.98618	-4.98618
0	6	-4.98618	-4.98618
0	7	-4.98618	-4.98618
0	8	-4.98618	-4.98618
0	9	-4.98618	-4.98618
0	10	-4.98618	-4.98618
0	11	-4.98618	-4.98618
0	12	-4.98618	-4.98618
0	13	-4.98618	-4.98618
0	14	-4.98618	-4.98618
0	15	-4.98618	-4.98618
0	16	-4.98618	-4.98618
0	17	-4.98618	-4.98618
0	18	-4.98618	-4.98618
0	19	-4.98618	-4.98618
0	20	-4.98618	-4.98618
0	21	-4.98618	-4.98618
0	22	-4.98618	-4.98618
0	23	-4.98618	-4.98618
0	24	-4.98618	-4.98618
1	0	0.107938	0.380977
1	1	0.247482	0.132666
1	2	0.250425	-0.0388996
1	3	0.023524	-0.0248771
1	4	-0.00410132	-0.00641878
1	5	-0.00340878	-0.000832562
1	6	-0.000399906	0.00132095
1	7	0.00035449	0.000622891
1	8	0.000322354	7.6559e-05
1	9	1.68582e-05	-0.000209659
1	10	-4.02959e-05	-6.18558e-05
1	11	-2.94932e-05	1.59066e-05
1	12	-6.62983e-06	1.65026e-05
1	13	4.3412e-06	6.40972e-06
1	14	4.06094e-06	-1.7079e-06
1	15	-6.60123e-07	-1.9217e-06
1	16	-9.61886e-07	-4.69877e-07
1	17	-4.97632e-07	1.45844e-07
1	18	-1.65246e-07	2.21316e-07
1	19	1.37363e-07	7.75689e-08
1	20	-2.66597e-08	-7.79356e-08
1	21	-2.9923e-08	-5.60118e-09
1	22	-1.41106e-08	8.90439e-09
1	23	6.87407e-09	6.85328e-09
1	24	3.26452e-09	4.85513e-10
2	0	0.763803	-1.89584
2	1	0.96882	-1.78313
2	2	1.02772	-1.90683
2	3	1.0051	-1.98616
2	4	0.985533	-1.97155
2	5	0.982946	-1.96425
2	6	0.982344	-1.96464
2	7	0.982416	-1.96462
2	8	0.982416	-1.96462
2	9	0.982416	-1.96462
2	10	0.982416	-1.96462
2	11	0.982416	-1.96462
2	12	0.982416	-1.96462
2	13	0.982416	-1.96462
2	14	0.982416	-1.96462
2	15	0.982416	-1.96462
2	16	0.982416	-1.96462
2	17	0.982416	-1.96462
2	18	0.982416	-1.96462
2	19	0.982416	-1.96462
2	20	0.982416	-1.96462
2	21	0.982416	-1.96462
2	22	0.982416	-1.96462
2	23	0.982416	-1.96462
2	24	0.982416	-1.96462
3	0	4.96766	-2.99939
3	1	4.97216	-3.00193
3	2	4.97899	-2.99007
3	3	4.97997	-2.988
3	4	4.97996	-2.98799
3	5	4.97996	-2.988
3	6	4.97996	-2.988
3	7	4.97996	-2.988
3	8	4.97996	-2.988
3	9	4.97996	-2.988
3	10	4.97996	-2.988
3	11	4.97996	-2.988
3	12	4.97996	-2.988
3	13	4.97996	-2.988
3	14	4.97996	-2.988
3	15	4.97996	-2.988
3	16	4.97996	-2.988
3	17	4.97996	-2.988
3	18	4.97996	-2.988
3	19	4.97996	-2.988
3	20	4.97996	-2.988
3	21	4.97996	-2.988
3	22	4.97996	-2.988
3	23	4.97996	-2.988
3	24	4.97996	-2.988
4	0	4.98244	-3.98677
4	1	4.98302	-3.98686
4	2	4.98313	-3.98661
4	3	4.9832	-3.98657
4	4	4.9832	-3.98657
4	5	4.9832	-3.98657
4	6	4.9832	-3.98657
4	7	4.9832	-3.98657
4	8	4.9832	-3.98657
4	9	4.9832	-3.98657
4	10	4.9832	-3.98657
4	11	4.9832	-3.98657
4	12	4.9832	-3.98657
4	13	4.9832	-3.98657
4	14	4.9832	-3.98657
4	15	4.9832	-3.98657
4	16	4.9832	-3.98657
4	17	4.9832	-3.98657
4	18	4.9832	-3.98657
4	19	4.9832	-3.98657
4	20	4.9832	-3.98657
4	21	4.9832	-3.98657
4	22	4.9832	-3.98657
4	23	4.9832	-3.98657
4	24	4.9832	-3.98657
5	0	3.92324	1.54343
5	1	3.8692	1.73768
5	2	3.8692	1.73768
5	3	4.0021	1.89096
5	4	4.03277	1.96201
